"GO_ID","SelectedGenesInTerm","TermSize","P.Value","GO_Term","adj.P.Val"
"GO:0007268",113,219,3.57398327943258e-19,"chemical synaptic transmission",1.53323882687658e-15
"GO:0051301",125,330,5.88459646854222e-09,"cell division",1.26224594250231e-05
"GO:0007062",51,103,1.18753696514905e-08,"sister chromatid cohesion",1.69817786016315e-05
"GO:0007269",31,51,1.85366418224497e-08,"neurotransmitter secretion",1.98805483545773e-05
"GO:0014047",20,27,4.84724660423545e-08,"glutamate secretion",4.15893758643402e-05
"GO:0007409",42,82,6.61873882089485e-08,"axonogenesis",4.73239825693982e-05
"GO:0017157",16,20,1.81976517963577e-07,"regulation of exocytosis",0.00011152560886625
"GO:0035556",126,354,3.15969343195179e-07,"intracellular signal transduction",0.000169438560288415
"GO:0007067",92,241,3.81965479752421e-07,"mitotic nuclear division",0.00017029819732258
"GO:0007399",101,271,4.04047442381475e-07,"nervous system development",0.00017029819732258
"GO:0006813",39,78,4.36662044416871e-07,"potassium ion transport",0.00017029819732258
"GO:0007420",76,191,5.88489806416596e-07,"brain development",0.000210385105793933
"GO:0051056",57,134,1.21839679210526e-06,"regulation of small GTPase mediated signal transduction",0.000402070941394736
"GO:0034765",49,110,1.34028863193708e-06,"regulation of ion transmembrane transport",0.000410702730786434
"GO:0000082",44,98,3.52743744356056e-06,"G1/S transition of mitotic cell cycle",0.000962723669895339
"GO:0006260",58,141,3.59057778981945e-06,"DNA replication",0.000962723669895339
"GO:0006468",145,438,4.99073662115997e-06,"protein phosphorylation",0.00120687405719008
"GO:0007368",29,56,5.26706106969388e-06,"determination of left/right symmetry",0.00120687405719008
"GO:0007155",133,396,5.34512985701899e-06,"cell adhesion",0.00120687405719008
"GO:0030334",32,66,1.05926402790172e-05,"regulation of cell migration",0.00227212133984918
"GO:0048167",18,29,1.23675800807242e-05,"regulation of synaptic plasticity",0.00241167811574122
"GO:0060079",18,29,1.23675800807242e-05,"excitatory postsynaptic potential",0.00241167811574122
"GO:1903861",13,18,1.90933819392722e-05,"positive regulation of dendrite extension",0.00356133080519468
"GO:0016079",12,16,2.20279319207007e-05,"synaptic vesicle exocytosis",0.00393749283082525
"GO:0031175",42,98,2.36028450206137e-05,"neuron projection development",0.00393831842787386
"GO:0045956",11,14,2.38685965325689e-05,"positive regulation of calcium ion-dependent exocytosis",0.00393831842787386
"GO:0071260",36,80,2.481927924812e-05,"cellular response to mechanical stimulus",0.00394350770275684
"GO:0018105",48,117,2.59765737151785e-05,"peptidyl-serine phosphorylation",0.00397998218707557
"GO:0000086",52,130,2.81469041820244e-05,"G2/M transition of mitotic cell cycle",0.00416380065313395
"GO:0002062",20,36,4.06784849357422e-05,"chondrocyte differentiation",0.00568134902263313
"GO:0072659",28,58,4.10540372264865e-05,"protein localization to plasma membrane",0.00568134902263313
"GO:0030198",69,189,5.56135531760319e-05,"extracellular matrix organization",0.00745569197266178
"GO:0048488",12,17,5.85943362397014e-05,"synaptic vesicle endocytosis",0.00761726371116119
"GO:0061337",23,45,6.41628369352511e-05,"cardiac conduction",0.00809584030741845
"GO:0007205",18,32,7.92676015293353e-05,"protein kinase C-activating G-protein coupled receptor signaling pathway",0.00904303722263696
"GO:0071625",10,13,7.95259521972161e-05,"vocalization behavior",0.00904303722263696
"GO:0048791",14,22,7.9745943802647e-05,"calcium ion-regulated exocytosis of neurotransmitter",0.00904303722263696
"GO:0060291",21,40,8.01014952121689e-05,"long-term synaptic potentiation",0.00904303722263696
"GO:0050885",22,43,9.04305157508174e-05,"neuromuscular process controlling balance",0.00960138765028341
"GO:0007626",34,78,9.08231692177094e-05,"locomotory behavior",0.00960138765028341
"GO:0006887",33,75,9.17615136740372e-05,"exocytosis",0.00960138765028341
"GO:0045666",31,70,0.000127974453825884,"positive regulation of neuron differentiation",0.0130716763550724
"GO:0030036",45,114,0.000136157847909236,"actin cytoskeleton organization",0.0135841201751307
"GO:0007616",16,28,0.00015412507209523,"long-term memory",0.015027194529285
"GO:0007214",14,23,0.000159147647685156,"gamma-aminobutyric acid signaling pathway",0.0151720757459849
"GO:0043524",49,128,0.000171429449490888,"negative regulation of neuron apoptotic process",0.0159876595286067
"GO:0061178",11,16,0.00017598728085523,"regulation of insulin secretion involved in cellular response to glucose stimulus",0.0160635198908284
"GO:0071156",6,6,0.000180700203828505,"regulation of cell cycle arrest",0.0161500807171726
"GO:0048172",10,14,0.000218669341358834,"regulation of short-term neuronal synaptic plasticity",0.0191447239679469
"GO:0010976",38,94,0.00024741838249105,"positive regulation of neuron projection development",0.0212284972177321
"GO:0042493",105,325,0.000268227373995105,"response to drug",0.0225626555772353
"GO:0000722",17,32,0.000317004273459955,"telomere maintenance via recombination",0.0261528525604463
"GO:0000226",28,64,0.000341488966715933,"microtubule cytoskeleton organization",0.0269430583506268
"GO:0007612",25,55,0.00034353913059961,"learning",0.0269430583506268
"GO:0051965",26,58,0.000345423825008036,"positive regulation of synapse assembly",0.0269430583506268
"GO:0001662",15,27,0.000376942477869378,"behavioral fear response",0.0283698812291163
"GO:0030534",15,27,0.000376942477869378,"adult behavior",0.0283698812291163
"GO:0007413",11,17,0.000391207679317033,"axonal fasciculation",0.0283756528937895
"GO:0034332",19,38,0.000396007835114139,"adherens junction organization",0.0283756528937895
"GO:0007507",62,176,0.000396862278234818,"heart development",0.0283756528937895
"GO:0030155",20,41,0.000425230557423252,"regulation of cell adhesion",0.0299055588745205
"GO:0060333",30,71,0.000442333632629865,"interferon-gamma-mediated signaling pathway",0.0300360197171968
"GO:0007052",16,30,0.000448089804638833,"mitotic spindle organization",0.0300360197171968
"GO:0050766",16,30,0.000448089804638833,"positive regulation of phagocytosis",0.0300360197171968
"GO:0007156",50,136,0.00045595248264377,"homophilic cell adhesion via plasma membrane adhesion molecules",0.0300928638544888
"GO:0043065",94,290,0.000481268500550509,"positive regulation of apoptotic process",0.0312824525357831
"GO:0006271",10,15,0.00051572756715102,"DNA strand elongation involved in DNA replication",0.0320648009141721
"GO:1990138",10,15,0.00051572756715102,"neuron projection extension",0.0320648009141721
"GO:2000311",10,15,0.00051572756715102,"regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity",0.0320648009141721
"GO:0034080",18,36,0.000560667634716818,"CENP-A containing nucleosome assembly",0.0343609164705021
"GO:0001525",73,218,0.000710280833348307,"angiogenesis",0.0428596322091225
"GO:0007264",69,204,0.000719322498614644,"small GTPase mediated signal transduction",0.0428596322091225
"GO:0008038",5,5,0.000760278812994899,"neuron recognition",0.0429157382598437
"GO:0009597",5,5,0.000760278812994899,"detection of virus",0.0429157382598437
"GO:0043949",5,5,0.000760278812994899,"regulation of cAMP-mediated signaling",0.0429157382598437
"GO:0051310",5,5,0.000760278812994899,"metaphase plate congression",0.0429157382598437
"GO:0007018",30,73,0.000772996133692926,"microtubule-based movement",0.0430669274486059
"GO:0000731",17,34,0.000794788998412459,"DNA synthesis involved in DNA repair",0.0437133949126852
"GO:0021702",8,11,0.000828569191495628,"cerebellar Purkinje cell differentiation",0.044432022893953
"GO:0086012",8,11,0.000828569191495628,"membrane depolarization during cardiac muscle cell action potential",0.044432022893953
"GO:0048839",18,37,0.000850789399335643,"inner ear development",0.0450603274462952
"GO:0051928",14,26,0.000898180244801528,"positive regulation of calcium ion transport",0.0469901615877873
"GO:0032880",21,46,0.000934429073875345,"regulation of protein localization",0.0478790001912376
"GO:0042752",22,49,0.000939553448092989,"regulation of circadian rhythm",0.0478790001912376
"GO:0019227",7,9,0.000970972731150972,"neuronal action potential propagation",0.0478790001912376
"GO:0035767",7,9,0.000970972731150972,"endothelial cell chemotaxis",0.0478790001912376
"GO:0042118",7,9,0.000970972731150972,"endothelial cell activation",0.0478790001912376
"GO:0060078",12,21,0.00104835509152705,"regulation of postsynaptic membrane potential",0.0506949597342896
"GO:0016477",58,168,0.00105171361686521,"cell migration",0.0506949597342896
"GO:0016337",37,97,0.00109448935048659,"single organismal cell-cell adhesion",0.0521706590398609
"GO:0007628",16,32,0.00112825936385402,"adult walking behavior",0.0531893700102611
"GO:0019985",17,35,0.0012055339209934,"translesion synthesis",0.0546529491735274
"GO:0034220",68,204,0.00121081433163202,"ion transmembrane transport",0.0546529491735274
"GO:0001666",58,169,0.00123558259631211,"response to hypoxia",0.0546529491735274
"GO:0021766",24,56,0.00125798764282697,"hippocampus development",0.0546529491735274
"GO:0002040",13,24,0.00127396151919644,"sprouting angiogenesis",0.0546529491735274
"GO:0002053",13,24,0.00127396151919644,"positive regulation of mesenchymal cell proliferation",0.0546529491735274
"GO:0030866",13,24,0.00127396151919644,"cortical actin cytoskeleton organization",0.0546529491735274
"GO:0035235",13,24,0.00127396151919644,"ionotropic glutamate receptor signaling pathway",0.0546529491735274
"GO:0051899",13,24,0.00127396151919644,"membrane depolarization",0.0546529491735274
"GO:0071277",21,47,0.0013143281535016,"cellular response to calcium ion",0.0555175670822486
"GO:1902476",34,88,0.00131999809845906,"chloride transmembrane transport",0.0555175670822486
"GO:0086010",14,27,0.00145951322457461,"membrane depolarization during action potential",0.0596327951461331
"GO:0086064",9,14,0.00146900304836161,"cell communication by electrical coupling involved in cardiac conduction",0.0596327951461331
"GO:0017158",11,19,0.0014734443555921,"regulation of calcium ion-dependent exocytosis",0.0596327951461331
"GO:0090102",11,19,0.0014734443555921,"cochlea development",0.0596327951461331
"GO:0007416",25,60,0.00163049252504549,"synapse assembly",0.0653720834807958
"GO:0019882",16,33,0.00171049480695236,"antigen processing and presentation",0.0679446548317188
"GO:0071560",22,51,0.00178500248942763,"cellular response to transforming growth factor beta stimulus",0.0702537677031608
"GO:2000463",12,22,0.00180946152970859,"positive regulation of excitatory postsynaptic potential",0.0705689996586351
"GO:0021954",8,12,0.00196623035214623,"central nervous system neuron development",0.0746471523071443
"GO:0060707",8,12,0.00196623035214623,"trophoblast giant cell differentiation",0.0746471523071443
"GO:0090179",8,12,0.00196623035214623,"planar cell polarity pathway involved in neural tube closure",0.0746471523071443
"GO:0006810",88,280,0.00202313458894889,"transport",0.0761337490051819
"GO:0006027",13,25,0.00207980627396776,"glycosaminoglycan catabolic process",0.0769169734079458
"GO:0051966",13,25,0.00207980627396776,"regulation of synaptic transmission, glutamatergic",0.0769169734079458
"GO:0010718",16,34,0.0025244555256545,"positive regulation of epithelial to mesenchymal transition",0.0869650616427788
"GO:0002576",37,101,0.00252611385303444,"platelet degranulation",0.0869650616427788
"GO:0019886",34,91,0.00254853794427089,"antigen processing and presentation of exogenous peptide antigen via MHC class II",0.0869650616427788
"GO:0006268",7,10,0.00256936139905374,"DNA unwinding involved in DNA replication",0.0869650616427788
"GO:0007019",7,10,0.00256936139905374,"microtubule depolymerization",0.0869650616427788
"GO:0031115",7,10,0.00256936139905374,"negative regulation of microtubule polymerization",0.0869650616427788
"GO:0042551",7,10,0.00256936139905374,"neuron maturation",0.0869650616427788
"GO:0060122",7,10,0.00256936139905374,"inner ear receptor stereocilium organization",0.0869650616427788
"GO:0061001",7,10,0.00256936139905374,"regulation of dendritic spine morphogenesis",0.0869650616427788
"GO:0043113",11,20,0.00257395717696617,"receptor clustering",0.0869650616427788
"GO:0030199",17,37,0.0025744901698445,"collagen fibril organization",0.0869650616427788
"GO:0031100",26,65,0.00265574781359008,"organ regeneration",0.089009047814855
"GO:0045471",41,115,0.00274365110520018,"response to ethanol",0.0912423507078199
"GO:0046928",9,15,0.00289891627017749,"regulation of neurotransmitter secretion",0.0956642369158572
"GO:0090630",28,72,0.00302485267490105,"activation of GTPase activity",0.0990581524834009
"GO:0051592",23,56,0.00307212691283922,"response to calcium ion",0.0998441246672747
"GO:0014808",6,8,0.00321268509391972,"release of sequestered calcium ion into cytosol by sarcoplasmic reticulum",0.099939604146035
"GO:0016081",6,8,0.00321268509391972,"synaptic vesicle docking",0.099939604146035
"GO:0016188",6,8,0.00321268509391972,"synaptic vesicle maturation",0.099939604146035
"GO:0040011",6,8,0.00321268509391972,"locomotion",0.099939604146035
"GO:0060346",6,8,0.00321268509391972,"bone trabecula formation",0.099939604146035
"GO:0000732",13,26,0.00326143230313401,"strand displacement",0.099939604146035
"GO:0007154",13,26,0.00326143230313401,"cell communication",0.099939604146035
"GO:0010107",13,26,0.00326143230313401,"potassium ion import",0.099939604146035
"GO:0006836",14,29,0.00345991221867652,"neurotransmitter transport",0.103797366560295
"GO:0044344",14,29,0.00345991221867652,"cellular response to fibroblast growth factor stimulus",0.103797366560295
"GO:0051480",14,29,0.00345991221867652,"regulation of cytosolic calcium ion concentration",0.103797366560295
"GO:0043588",16,35,0.0036351263506323,"skin development",0.104196370256791
"GO:0008277",17,38,0.00363852613013316,"regulation of G-protein coupled receptor protein signaling pathway",0.104196370256791
"GO:0060119",5,6,0.00365817185882688,"inner ear receptor cell development",0.104196370256791
