"Gene.symbol","logFC","adj.P.Val"
"ABHD6",-1.05046477157502,0.0020991709004396
"MYRF",-2.61760883328659,0.002103706430196
"RGS18",1.48378571677488,0.00210448760793958
"ITPKC",1.17248108812282,0.00210448760793958
"LOC100509457",3.13999597852715,0.00210774912000895
"ZIC1",1.85323008007921,0.00211500299079151
"PDLIM7",1.28055559785779,0.00211814874818531
"RDH10",1.71344037994174,0.00212977814816709
"MTCL1",-1.64929644460132,0.00214394469355398
"BTBD19",1.80087129229047,0.00215427715122502
"CPS1",1.50004652353491,0.00216111127436352
"CSPP1",1.20380493953024,0.00216878609312474
"NMT2",-1.04066015618936,0.00219314320883708
"FAM226B",-1.68114742123307,0.00219314320883708
"DRG2",1.19328884556509,0.00219348321303628
"MMRN1",2.08794953560026,0.00219410486842419
"EMX2",-3.24506225438633,0.00220946905335693
"APITD1-CORT",1.2799335407253,0.00221040795584829
"LRRC34",2.57243937438132,0.00223018151142289
"DTX4",-1.36968084652249,0.00223252501961597
"SHC2",-1.05502473293538,0.00223670226893313
"CPNE2",1.23842170016811,0.00223783551546381
"FAM174B",-1.11063554156331,0.00224191748073564
"LOC101929819",1.32462974628592,0.00226286623454882
"SLC29A1",1.96129970829303,0.00228520513995397
"TMEM35A",-2.49769184776069,0.00231641307750286
"IAH1",1.03071898377994,0.00232978009617604
"HFM1",1.50174028575923,0.00233686194246992
"LOC101928361",1.45231645653537,0.00234985651085673
"TYW3",1.03736679485496,0.00235279921867136
"STS",-1.35396665104445,0.00235415103925928
"C7orf57",3.3468736916065,0.00235440796178648
"ID3",1.71587329060335,0.00235888111766127
"LOC202025",1.10738060806633,0.00236412796222456
"ARL4A",1.3654666412904,0.00236482268716202
"ADPRH",1.15646020281381,0.00236548569855234
"LINC00092",1.49220464349164,0.00236846959256218
"BEX1",-1.25948862654282,0.00237249228052242
"CTNNA2",-1.70854905824787,0.00237955065030517
"APCDD1",1.32057900491722,0.00238022721506693
"ULK4",1.01786514101256,0.00238195197661657
"PGM5-AS1",-1.46504184466207,0.00238939503988105
"MAP3K1",1.53273139666371,0.00239034524873521
"PPM1J",-1.4414889793004,0.00239176715389734
"TMEM98",1.88462095424233,0.00239865955192723
"MDFIC",1.70060153092669,0.00239870222174497
"NFIA",1.03641646252551,0.00239914866241065
"SCUBE3",1.73709088408553,0.00240099582807779
"POLG2",1.27690435642445,0.00240366680701379
"TMEM64",1.32092226368975,0.00241235559775739
"TTTY14",-1.90482288599488,0.00241452908756837
"ADGRE5",1.64106243693708,0.00241810656897469
"LRRN4CL",2.25214936926462,0.00242712651330316
"GALNT3",2.77262635407298,0.00242753180841411
"EFNA3",-1.50337252213202,0.0024337153548034
"TCEAL7",-1.6658867333668,0.00244047617311647
"PTGR2",1.43536828967133,0.00245287078224313
"LOC100287387",-1.23981376406903,0.00245287078224313
"COL6A3",2.86475221329244,0.00245287078224313
"STC2",2.20258163228448,0.00245591788543943
"GPR65",1.72499611981565,0.00245652043159836
"IKZF1",1.67321523071334,0.0024575903582436
"C2orf80",-3.3467251587069,0.0024575903582436
"GCK",-1.52696570686299,0.00247757927792576
"RIDA",-1.22207072522729,0.00248099460333717
"ALG14",1.05453265698829,0.00248302618515621
"TK1",1.41150677510355,0.00248565053977767
"GNAL",-2.51700153893301,0.0024878113119818
"SERPINA5",2.95043145222926,0.00249432411609964
"PALM",-1.60299738162137,0.0024945429274095
"HES6",2.04114342440236,0.00250189112340262
"PLPPR5",-3.21323454333255,0.00251898880708048
"ZNF324",-1.20061993118297,0.00251963800611258
"EID2B",-1.01250762624978,0.00252175660250615
"OR2A9P",1.15089473005161,0.00252275284717515
"RACGAP1",1.21573335590874,0.00252653992600117
"GDPD1",-1.14603589585188,0.00253053577381458
"DPP6",-1.88008524865438,0.00255243381848153
"OSGIN2",1.55899836284319,0.00256260612352871
"IRX1",3.2505859448466,0.00256786728075627
"SOCS7",-1.06768292154695,0.00256984592415902
"CTH",-1.41715148092361,0.00258492107571888
"SERPINB1",1.6762425166877,0.00260905806721686
"FOXJ1",3.06808929359625,0.0026205508628654
"GYPC",1.44703376772267,0.00262105386793541
"CSTA",2.15763285922472,0.00262651700376261
"SLC31A2",-1.5183813292144,0.00262777825290451
"NUP62CL",2.87957202119171,0.00264006406192951
"ANG",1.57211409277791,0.00264520324048995
"LINC00997",1.11904577440434,0.0026782357514057
"RAB42",1.13146625758461,0.0026915288163703
"ST6GAL1",1.08821389258133,0.00272347984377991
"BORCS8",1.68681345904444,0.00272713299414167
"IGFBP1",1.40300653757377,0.00272836228617546
"ULK1",-1.2878210681856,0.00273117695612328
"SIX5",1.81757594983576,0.00273352862394095
"TMEM221",-1.04269422498028,0.00275915753004837
"DRC3",2.25580615046963,0.00276925111987273
"CTSK",1.88760242750157,0.00277405112956199
"SDC4",-2.12375843621749,0.00281200739675203
"LINC01000",1.05996210379855,0.00281651636118328
"TMED4",1.112021807967,0.00282447237174318
"MGC70870",1.15678572430966,0.00283980302898224
"MCM8",1.28970629413411,0.00285067433328988
"TAGAP",1.66077392126489,0.00285778312849137
"ITGA1",1.39973150813425,0.00287972136456934
"LINGO1",-1.60248404594228,0.00287972136456934
"EMP1",2.02517739998145,0.00289178199460887
"ECT2",1.50385249807573,0.00290440446397907
"TMEM231",1.5533553912374,0.00293508286134602
"OAS1",1.87387165430769,0.00293559866387246
"RGS17",-2.15863467705931,0.00293697288107463
"CD99",1.17837880123727,0.00294211931419931
"RPS6KA6",-1.3622947021693,0.00295365277649656
"MAP1LC3C",1.71358451904931,0.00296228289393475
"CRTAM",-1.49346944921512,0.00298160891300058
"USP9Y",-2.94538377631815,0.00298594983915699
"SMAP2",-1.01823717576799,0.00298921008647016
"STK32B",2.73624889100624,0.00300434418286704
"ROR2",2.83769124487041,0.0030168664046371
"LIF",1.84979790471105,0.0030236281492587
"IL17RA",1.19572121739349,0.00304371582732641
"ICAM1",2.15480392806305,0.00304537481218277
"FRMD6",1.3308797349163,0.00305109317671556
"AOX1",1.81002545206831,0.00306006799869296
"NPAS2",-1.92401074422472,0.00307381255149321
"DHX38",1.03895308405253,0.00307442464452496
"EMILIN3",1.73847195501124,0.003100839535387
"CCND1",2.31908348107488,0.00310241685719949
"ABCC3",2.25049941089421,0.00310762462985124
"EML3",1.09934269580572,0.00311823289331093
"NCKAP1L",1.44852792685121,0.00317313636054619
"IGSF10",-1.3427197872693,0.0031767201086379
"LATS2",1.23760086734602,0.00319148133750571
"LRRC17",2.43032216936837,0.00319904836968653
"FAM46A",1.93977817083918,0.00319904836968653
"TRPC3",-1.53646157592591,0.00321434867169687
"TMEM35B",1.05846260778343,0.00321965694559178
"PHLDA1",1.90527506481256,0.00327123647855974
"FGFBP3",1.32654636269921,0.00327348272987885
"EFHB",1.81024410992834,0.00329467879952532
"PRIM1",1.96422295563872,0.00330927100569223
"C15orf65",1.45773360377823,0.00330927100569223
"RTP4",1.87727359329592,0.00332648300828072
"LOC374443",1.09645841268764,0.00332675455138468
"SPTLC2",-1.16000079778153,0.00333006839285443
"KCNQ4",-1.45848857698528,0.00334760050471672
"RSAD2",1.85592500577744,0.00336789454132761
"IGSF6",1.0342485512213,0.00336845996508504
"COL18A1",1.65398524715364,0.00338952572400296
"MARVELD2",1.75643436438527,0.00341224463479294
"POSTN",3.89419132198041,0.00341376666522805
"SYNJ2",-2.15332015837121,0.00342628879135312
"SERPINB6",1.06636719733786,0.00342628879135312
"NOTCH1",1.5525900402021,0.00345605123206673
"CKAP2L",2.11310591316863,0.00346128526377277
"ALG6",1.02011355951663,0.00347282171640433
"SLC12A7",1.35265536502544,0.00352276884280634
"ITPRIPL2",1.55740049723596,0.00352632323652122
"ZFR2",-1.92875641389441,0.00354717405927125
"MOK",1.40994980493866,0.00355412881957934
"SORCS2",-1.68454205878291,0.00356892588194644
"PRSS23",1.78551406533168,0.00360152149066717
"COL8A2",1.88192091970848,0.00361404366007964
"RAC2",1.86576455126226,0.00362172791145042
"KDM5D",-3.2426275897599,0.00363120763697264
"PCSK1",-2.71535575001046,0.00363120763697264
"MTMR11",1.9794911828332,0.00363839960272964
"PLXNA4",-1.91822578774189,0.00364897532917914
"NDRG2",-1.54008116761598,0.00367565760071815
"IFT74",1.22509878572866,0.00369241042409555
"RTTN",1.06337546907114,0.00370324873548318
"RHOC",1.43962667942057,0.00370762636333689
"FDXR",1.08422392222123,0.00370762636333689
"MR1",1.7513190527236,0.00371386712587705
"PSMC3IP",1.01124004008869,0.00371386712587705
"FBXO2",-2.32455002466161,0.00374003289774354
"ASF1B",1.75880288453589,0.00374155211642364
"CHRM3",-3.241503736767,0.00374864438036301
"OR7E14P",2.30021323089532,0.00375402163808394
"SHC3",-2.63136791702217,0.00379873865735547
"C12orf60",1.00901079526081,0.00380965365446187
"IP6K3",-1.37774532818797,0.00382997455173281
"VAX2",1.19721743921426,0.00385565914581868
"FERMT1",2.30487871939165,0.0038634909483671
"TSPAN13",-1.26908863647772,0.00390609944048269
"RCSD1",1.54677635040743,0.0039422804540019
"KDR",1.44881671436752,0.00395706384792601
"ITGA2",2.29204138920032,0.00398484041862458
"DAAM2",-2.19423306266549,0.00398571737796153
"TANC2",-1.18876438296543,0.00400484285974467
"KCNE4",1.87622524942301,0.00404147234923927
"RNF150",-1.55453235783623,0.00405441150434878
"PCOLCE2",2.34722870483234,0.00410208359310852
"CASP1",1.80812627221643,0.00410210359934767
"CTSO",1.54324001484918,0.00412740405640761
"COL5A2",1.40177206091775,0.00414701343906235
"SLC38A5",1.81630585849191,0.00416384420402227
"KCNJ8",1.17150400024984,0.00417116146594648
"MIR9-3HG",-2.31482187824122,0.00418314332823614
"CELSR1",2.66872445035778,0.00421076858332494
"PTCHD1",-2.22139734648482,0.00423152997156914
"CD109",2.34824049644214,0.00423807978191315
"TNFRSF12A",1.99663399799119,0.00424474017090759
"SPSB1",1.78922265516495,0.00427247190996142
"LOC100506558",1.95398279963826,0.00429068929323554
"GTF2I",2.20399819267678,0.00429406661475561
"MDFI",1.35391777649079,0.00429831602550589
"PDGFC",1.50911873382169,0.004308557321106
"TENM1",-2.56781455717772,0.00432614340379887
"RNASE2",1.84654752428382,0.00433868872723526
"DDB2",1.20770227298369,0.00434588813143831
"INTS6",-1.3346345193643,0.0043664056328392
"TCF7L1",2.18197159537699,0.0043860914393609
"PDAP1",1.0892595149522,0.00443893460644871
"TSNAX-DISC1",1.88919781407962,0.00445320757201564
"GPIHBP1",-1.28664512367475,0.00447854308664023
"HACD4",1.76419624263142,0.00449692764090498
"PPP1R12B",-1.30011140857805,0.00449710979928456
"ARL6",-1.17815961411394,0.00450323440998134
"EXO1",1.78557290672071,0.00450576006482088
"WDR76",1.48562527835943,0.00450764235267417
"LOC101060275",-1.0617218776555,0.0045472235858073
"GPR19",-1.04182941787831,0.0045472235858073
"METTL2B",-1.12492879899034,0.00457192629211681
"DAB1",-3.13378384979632,0.00457710793595245
"VAMP8",1.33659185073753,0.00459369808938392
"SNX20",1.12622399534096,0.00462210976287837
"SIDT1",-2.17697826834208,0.00464105962001222
"CHODL",2.73506808110842,0.0046468415017516
"MYO7A",1.76003772610749,0.00465007051649364
"CDH13",-1.82314749346891,0.00465076704000492
"LOC101926921",1.63587240672563,0.004651888223951
"AASS",1.03805502722997,0.0046805555003076
"OXR1",-1.86001968161434,0.00468642340600931
"IGF1",-1.89183501878054,0.0046972943025275
"LUM",2.000659073247,0.00470952584575079
"FAM24B",-1.12100235202288,0.00476637425273371
"FBXO31",-1.39839909306193,0.00478143269870077
"SYTL4",2.05420099633944,0.00478585701244992
"NR2E1",-3.04852291176424,0.00481232334013016
"NPHP4",1.1446924736808,0.00481782988683983
"C16orf87",1.10437786112274,0.00482139512502091
"SETD9",1.42133291885338,0.00482667168419567
"KLHDC3",-1.04216332648126,0.00483037892952407
"ATRIP",1.01466363015082,0.00483880602498141
"HLA-F",1.0260773637453,0.00489976704708727
"PPP1R3D",-1.13658083962886,0.00490070771475202
"FAXC",-2.3034374803052,0.00493544244933851
"LIMCH1",-1.18138479792387,0.00494469958313192
"EGFEM1P",1.32497939773202,0.00496270380802698
"CLEC18A",1.68304716619053,0.00498207276743658
"LINC00461",1.31101977497441,0.00499825857240772
"ACTA2",1.26558449827139,0.00500251124389249
"ABHD14A",-1.07621083749566,0.00501217665171454
"COL22A1",2.12821105350716,0.00501722107010854
"WIF1",-3.58390022636135,0.00504161016828946
"PTPRB",-1.21032337557916,0.00504562418165526
"PDE1C",-2.36347231406095,0.00507588954062391
"ALDH2",-1.00624437891427,0.00509685616723483
"WFDC1",-2.62675999763866,0.00515231413909515
"NMNAT3",1.12838209380164,0.00516755101288334
"FBLL1",-1.89239355249297,0.0051811901300594
"PLAU",2.67384660721348,0.0051811901300594
"EPDR1",-1.52712112394919,0.00522397382150378
"CPEB3",-1.38883588524148,0.0052391978810462
"ABHD4",1.11540437737035,0.00531523008684394
"ZNF93",1.25218672766055,0.00533822336577667
"IGSF21",-2.83078850002512,0.00534941570725869
"DHRS11",-1.19317806200763,0.00535156368910341
"MAK",2.78790028255956,0.00535156368910341
"LRRC4",-1.37557720761947,0.00535460184438344
"SNRNP40",1.24786310266864,0.00536695462501572
"SORL1",-1.39766921135754,0.00539585770701505
"BICD1",-1.53090717343188,0.00542677604226126
"KIF7",1.30495376470072,0.00543261651195923
"SBK1",-1.74437936927765,0.00543309298456306
"TEX26",2.55674075730493,0.00546483688355228
"NCKAP5L",1.03102431547126,0.00550054836720829
"CLUL1",-1.00910282656509,0.00550268956106463
"RPGR",1.34019264824681,0.00553912077956946
"IQCH",1.81285804116443,0.0055429750405834
"ASNS",-1.08758276018929,0.00555492910635175
"DCDC5",2.27508953287633,0.00556159950611051
"HCG8",-1.46038460745608,0.00556159950611051
"C1orf106",2.41740908400375,0.005562014138911
"PTGFRN",1.43140843230243,0.00556818084628326
"HS6ST2",-2.34786072082309,0.0055687819148154
"LOC101927151",-1.0405630813929,0.00557994256965181
"CARHSP1",1.13024050538159,0.00558722087697703
"COL8A1",2.58327407141065,0.00561735811871312
"GMCL1P1",1.10368768540933,0.0056748401249414
"PCYT2",-1.02517156688422,0.00567675875062719
"NLGN4Y",-2.12668998774787,0.00569542872518105
"GRIK2",-2.2806832485209,0.00569687679711154
"IGSF9",1.75816969434681,0.0057067240224762
"S100A2",2.20899297907988,0.00570723319474353
"LDHD",-1.36069189015135,0.00570823597326994
"CENPE",2.19390700051821,0.00571803233824105
"HMOX1",2.08182762321854,0.00572532021919942
"THAP9",1.00562217617574,0.00573548142666165
"KIAA1211L",-1.97253414130862,0.00575107093212483
"UNC93B1",1.09144075916265,0.00577980518155204
"LMO2",1.09001145090078,0.00578395801885536
"SLC7A7",1.46905933787988,0.00578480409600713
"EPHA7",-2.56371548450131,0.00581068291563303
"FGF1",-2.32154787559547,0.00582765917781288
"HCP5",1.4611116240119,0.00583147250787326
"GGH",1.10378480899683,0.00584108098240475
"MIR5193",1.2994092877689,0.00585774593595466
"HINT3",-1.1561426212601,0.00585863951563569
"RET",-1.96958619493971,0.00587056097157099
"SPECC1",-1.53096661467976,0.00588377532415827
"EFHD2",-1.00125406036733,0.0059390541538359
"ZNF687",1.16622426660973,0.00595487400737619
"CDON",2.11567586839961,0.00596647063398007
"KLHL35",-1.62688717311203,0.00597633897888224
"PHEX",2.19505487980618,0.00597633897888224
"CFB",2.72479228649652,0.00599805475060864
"MIS18BP1",1.27181806301795,0.00600201388606381
"PIH1D2",2.02944568617449,0.00603513687532573
"PHTF1",1.42005114746179,0.00605105151482361
"ANGPT2",1.6281058727115,0.00607428547255875
"CENPW",1.99276085941341,0.00609069824637491
"CA3",2.96257684988139,0.00613315872874121
"SLC35G1",-1.45193934186581,0.00613315872874121
"PLOD2",1.2487096680067,0.00614646566166471
"FREM1",2.30386695952675,0.00615194940564068
"PLVAP",1.34529114943708,0.00616516572327963
"LPP",1.01337162478552,0.00617028016746241
"MIR8071-2",3.18739480023846,0.00618171601526423
"CYTL1",1.98081493042426,0.00618860562418486
"LRRK1",-1.04730770911894,0.00622269143195484
"MASTL",1.18465835741492,0.00623122462783042
"RAB9B",-1.35381900223853,0.00623215857503924
"PARPBP",1.05699389219204,0.00626866065596544
"GDF15",1.99565987371624,0.00626866065596544
"KCNS3",-1.45170293531762,0.00628094011098088
"RBM4",1.01593811232643,0.00628445316704351
"DYRK2",1.12408002396219,0.00636847183096069
"KIF22",1.05423871706331,0.006384482946466
"FAM69A",-1.52391860500481,0.00642015907907068
"GRIA2",-3.37310993014747,0.00642848734276483
"PDE5A",1.71357039040322,0.0064438885320696
"ZC3HAV1",1.44222989969014,0.00647216968812742
"IRX5",2.2966977205472,0.00647473587594126
"HBA2",-1.29741017743913,0.00651959538981908
"UFL1",1.11486470786811,0.00652087731313786
"RHOJ",1.68875587614563,0.00654290598083795
"KIAA0040",1.58047648692873,0.0065480292228583
"IGSF5",1.57425339627048,0.0065488160933926
"IGFBP7-AS1",2.71871778767205,0.00659312560169728
"CA10",-3.08554870535622,0.0066313965396475
"GLUD1",-1.01760878597621,0.0066313965396475
"MAPK8",-1.0080309083459,0.00663185613011909
"ABHD15",1.14304580922596,0.00666239490013759
"CFAP69",1.85916261821624,0.00667178370940471
"NEK11",2.42283481914529,0.00677971061022692
"SLC6A11",-1.72393697507627,0.00678665220830466
"ESM1",1.36440695718744,0.00679025074464952
"ATF7IP2",-1.11723668074379,0.0068226238480007
"MTHFD2",1.34020724531097,0.00686093115141736
"ZNF674-AS1",1.01142665985371,0.00687501240508144
"ODF3B",2.92115098717015,0.00687977517045699
"NBEA",-1.64252528521901,0.00692488640461889
"LRRC37A4P",1.17619469684773,0.00693130057964176
"RAD54B",1.14158999815022,0.00697022004466283
"CLDN10",-2.59964869244241,0.00704217249124363
"BVES",2.0718565659708,0.0070532252826636
"IQCG",2.18474299013051,0.00705915788979595
"HMGB3P1",1.24621409602097,0.00706857133780239
"PARM1",-2.31063456874523,0.00710516805283825
"CD48",1.09875060871177,0.00713155654045182
"IL18",1.37855737161045,0.0071392809513749
"GIMAP7",1.25534229049178,0.00713982817730467
"EYA2",2.42788565628034,0.00718742029849064
"GPC2",1.56965516413819,0.00721422203822628
"ZNF804A",-2.43839069819613,0.00722579713514488
"C1RL",1.7108761614403,0.00725627885604223
"AIM2",1.28675243189658,0.00730065252601835
"ERBB2",1.75522599740111,0.00731754855676783
"SSTR2",-2.32984583052419,0.00734220988255302
"ROR1",2.33896238282058,0.00734478653094949
"NIPAL2",-1.64422330062722,0.00739383781258124
"ISG20",1.19683771639342,0.00739488688088915
"ART3",-2.07633320766285,0.00742139215986838
"CTNND2",-1.21443883704688,0.00744046347334898
"CD9",1.37228077207317,0.00746205567881545
"RUNX1T1",-2.09913911275115,0.00751923258143226
"EML6",-1.49171999211539,0.00753050050753989
"PYCR1",1.09404047306048,0.00755169515806354
"TTTY15",-1.80399102454668,0.00755211564398218
"PLAUR",1.6354859643307,0.0075696560493609
"TMEM27",1.03348753838606,0.00765488855951537
"EVI2A",-1.85697092073025,0.00767555073297946
"MECOM",2.75095849594818,0.00768097879904921
"BRPF3",-1.20774293468495,0.0077021268253507
"TF",-2.99300147508758,0.00771922092190458
"GNAI1",-1.06989363819935,0.00773033422585966
"HLA-DQA1",2.04086826618001,0.00776617972974375
"GRIA3",-2.71914275809192,0.0078259573725969
"HLA-DPA1",1.59617652237632,0.00784521740558356
"SRSF3",1.52035711474694,0.00785871628928162
"WDR49",2.31326099000763,0.00789551366202386
"SEC24D",1.36561941855319,0.00789551366202386
"KLHL29",-2.33790414272105,0.00791091158902855
"MBOAT1",1.19728687960697,0.00791095728871315
"MMP9",2.21885732045134,0.00796069821152247
"SPOCD1",2.30672067479494,0.00797297798459034
"CHST3",1.62780516380532,0.00798165765132177
"FNBP1L",1.11958812737238,0.00799731943234915
"IL1RAP",1.72747328926364,0.00804808012226066
"PHKG1",1.72225976034293,0.00806214706928027
"ELAVL3",-2.71302408008159,0.00808759595936579
"EVI2B",1.84215353774832,0.00811541193342515
"PRKD1",1.64905199967008,0.00811902390845475
"PIK3AP1",1.62228480623497,0.00813342077496894
"PTH1R",-1.27885304519685,0.00814535484311237
"ZNF91",-1.06269221453229,0.00816198377300435
"CCDC3",-1.89434717630894,0.00818659606460017
"FST",1.742058918052,0.00819950461255239
"IGFBP4",1.65348125579533,0.00820677191549789
"HBB",-1.55404847542295,0.00821072365496082
"LRRC55",2.03325012653274,0.0082397477413436
"CRTAC1",1.60924728147686,0.00825195674449236
"LINC01114",1.85335630794714,0.0082946752489589
"GNA14",-1.48918988370112,0.0083045435308691
"PDE7B",-1.71137777611092,0.00832476117813857
"CACNA2D1",-2.08198112966805,0.00834369167460759
"PEX11A",1.17551000241965,0.00839648342836584
"VEGFA",1.51739543675383,0.00842580574048284
"AIM1",2.19844291435529,0.00842580574048284
"SOX5",1.63970963301367,0.00846937484865136
"CLEC14A",1.07696573678869,0.00850188936520143
"ACADL",1.5038156244478,0.00851905204956841
"WHRN",-1.31931681175096,0.00852637282492453
"LOC102724851",-1.14815665168002,0.00854978326679938
"SIRT6",1.00018816231005,0.00855810470487681
"OCIAD2",1.45561926540577,0.00856649063697318
"LRP10",1.14063249299941,0.0085665161441056
"ITGA5",1.63148557456265,0.00857833001853832
"STARD4",-1.47453794130329,0.00866551491662842
"GDAP1L1",-2.08001021601329,0.00867478899453353
"ABR",-1.09864761423794,0.00869540018741439
"CASP4",1.26797432512367,0.00871631551905805
"YBEY",1.36054467895424,0.00872011566529785
"DPP10",-2.43891658447298,0.0087216110162119
"C1GALT1C1L",1.36583481259408,0.0087221959362273
"CCDC89",1.4667779790685,0.00878443838874699
"RGCC",-1.1745134681004,0.00882414580384135
"LIMK1",-1.17564452368219,0.00886442988347168
"NGEF",-1.6551831769522,0.00887814012589452
"PCDH7",-2.58090770928285,0.00891078203913069
"PPP2R2B",-1.48172373956392,0.00893251727797784
"MEIS3",-1.40553699613616,0.00894090571399293
"DLGAP1-AS2",1.02464136174484,0.0090256177690422
"NFATC1",2.10834165727067,0.0090256177690422
"WLS",1.50449460443746,0.00906624925573001
"RIBC1",2.2669169733092,0.0090803679406129
"RBM47",1.63409343692511,0.00909695197241629
"P2RX4",1.05933011632571,0.00916481388124181
"KDM6B",1.2639583956117,0.00919038111132863
"B3GNT9",1.4359649680023,0.00925866485870235
"BRINP2",-2.43596521006227,0.00928668422025746
"DCUN1D2",-1.19217526620158,0.00930974235786901
"CTSS",1.59113046327863,0.00942622711141999
"SAXO2",1.32616886493556,0.00945392817430079
"TRPM8",2.61845774957423,0.00957476552167094
"GPRIN1",-1.98019179301256,0.0096236337043838
"DNAH5",2.17275148448593,0.00963587020426367
"ABCB4",1.6822090223716,0.0096621188168454
"LOC100129550",-1.21993365012269,0.00968434898002062
"RNF32",1.54551494116331,0.00976517728249502
"HSD17B8",1.3256075127307,0.00979584178029408
"STEAP1",1.56211968433373,0.00982479793957619
"DISP2",-1.71797072252164,0.00987396047570758
"CP",2.69977697525128,0.00987440044641096
"DPYD",1.94597417467113,0.00989309683611229
"HSPA6",2.4267461879806,0.00993352371314432
"ACOX2",1.59235445698468,0.00995694165223303
"SNHG1",1.02271694433011,0.0100013154038275
"MYRIP",-1.4218415392791,0.0100151819657156
"DCAF15",1.23075832938823,0.0100435763533964
"CACNA2D2",-1.66589485421407,0.0100778284522824
"DOCK5",-1.89662364080848,0.0100958797034756
"ZNF43",1.23669960993168,0.0100958797034756
"DUBR",1.0031709480593,0.0101608875366161
"CENPI",1.04340062352091,0.0101759159968365
"GIMAP6",1.06000627028126,0.0101847062606359
"CFAP43",2.51591208202294,0.0102071382245789
"RASSF5",-1.46507583071072,0.0102236998825862
"CASC10",1.3360416335975,0.010230096522705
"NAT8L",-1.26848159724399,0.0103245186360874
"RPRM",-2.03689180599349,0.0103277745901504
"SETSIP",1.1881445335309,0.010333705734136
"HLA-DRB6",1.12057134024858,0.0103584354634133
"DSC2",1.65891473053662,0.0103633134033717
"CDKN2B",2.34404412580144,0.0104197630393637
"LOC102724250",1.42274426055515,0.0104294899092013
"DEPTOR",-1.24502604401401,0.0104294899092013
"PALLD",1.03418083066093,0.0104294899092013
"C12orf75",1.15524183499414,0.0104421513951678
"ANKRD37",-1.07428033269777,0.0104540938060328
"EIF5A",2.06572614588961,0.0105051722554987
"IFNLR1",1.45223436089296,0.0105791769883993
"ALDH6A1",-1.01438091652164,0.0106096477577893
"SH3KBP1",-1.36847057735937,0.010653026217397
"CNIH3",-1.96647304244129,0.0106875008711275
"DENND2D",1.04075399141893,0.0107235483879298
"GLB1L2",1.48680764499638,0.0107375271000009
"ACTG2",1.45038157776436,0.0107446637893631
"CYS1",-1.6034048769407,0.0107551425416582
"VAMP5",1.30243151003043,0.0107889489526836
"NMRK1",-1.07041175918252,0.0108298106056396
"LOC101926951",-2.367880422529,0.0108570824527017
"ANXA4",1.44271714457422,0.0109358808945042
"CAPG",1.54578569684444,0.0109358808945042
"NCAPH",1.4668746096186,0.0111602530477224
"ACKR1",-1.98374674088922,0.0111617488540182
"LDB2",-1.76978736987049,0.0111685080408193
"CRTAP",1.36763693404885,0.01117264249117
"ZSCAN2",1.16461040931486,0.0111949754839071
"CETN2",1.05446434801479,0.0112212484202616
"DNAH14",1.24164708225042,0.0112241951591049
"LOXL1-AS1",1.36491708035069,0.0113227130887392
"SLC16A6",-1.19078737511019,0.0113274521919733
"KYNU",1.29265303882538,0.0113894664591761
"PAX3",3.49325021918672,0.0114276002974196
"KHDRBS2",-1.46918835960671,0.0114811877067402
"SEL1L2",-2.22926007189606,0.011510224861828
"MIR6883",-1.06971433716732,0.0115347423341556
"SDPR",-1.17328103207896,0.0115999957566322
"CHI3L2",3.14676334695982,0.0116157208429418
"PLA2G5",-1.54587131535319,0.0116976215331814
"TPM4",1.04296757887718,0.0117817597375537
"CEP128",1.51133580344273,0.0117819249360231
"KCND3",-1.48900642091507,0.0117918694466323
"LOC401261",1.18270771234115,0.0118123268308235
"GPC4",2.13598430479493,0.0118328280568454
"TMEM154",1.04338659326075,0.0118825936876354
"C5AR1",1.77432461520052,0.0119491085415094
"CDH22",-1.76930221530809,0.0119657172745677
"MT1E",-1.28869510326154,0.0120652309096097
"ADGRA3",1.05771605607304,0.0120902244331833
"MAFK",-1.7847575701171,0.0121019255304409
"MT3",-1.9908276118311,0.0121027777654685
"DLX2",-1.90619442578863,0.0121284898845307
"BACE2",1.58706392734484,0.0121612662999566
"CXCL2",2.36464556163228,0.0121684954213661
"ARHGAP25",1.10222973394536,0.0121867710028387
"PAGR1",1.03504866491525,0.0122403781413951
"JAK3",-1.39490390759165,0.0124881034949138
"TBX15",1.0286481818073,0.0125188583772057
"NME7",-1.62430380927653,0.0125234058263347
"BTC",1.59805993572248,0.0125420233766474
"TRAF3IP2",1.21501096941683,0.0125439180129955
"LOC100996809",1.69859292839987,0.0126095322161254
"LOC102725051",-1.84061813629757,0.012624446502494
"ADORA1",-2.00701853389014,0.0126805502855424
"MMP19",1.31293504490355,0.0126878273527302
"SLPI",2.21635914810407,0.0127149259967479
"FNDC1",2.06947912808639,0.0127244017603581
"ZNF536",-2.16691752379829,0.0127712872151382
"CXCL10",1.85571223799,0.0127809921851531
"RPE65",1.97592479092544,0.0127829360054428
"PRR5L",1.68523403632945,0.0127955718030086
"KANK4",-1.29076478982663,0.0128197218012377
"CSRNP3",-1.42399155510658,0.0128886534616499
"GSTM5",-1.03166765232795,0.0129126344561705
"FAM81B",3.57985613259264,0.0129486630178193
"DRC1",2.28111233341683,0.0129882739800465
"CCDC80",1.85506709795595,0.0129889421757697
"ANGPTL4",-1.80130142263169,0.0129979936545964
"PROCR",1.02446379279796,0.0130097394812857
"FBXO16",1.16263301818921,0.0130926357806382
