"ProbeID","GeneSymbol","EntrezID","GeneTitle","GOProcess","GOProcessID","GOFunction","GOFunctionID","GOComponent","GOComponentID"
"219995_s_at","ZNF750","79755","zinc finger protein 750","cell differentiation///epidermis development///positive regulation of transcription from RNA polymerase II promoter///transcription from RNA polymerase II promoter","GO:0030154///GO:0008544///GO:0045944///GO:0006366","core promoter sequence-specific DNA binding///metal ion binding///protein binding///transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding","GO:0001046///GO:0046872///GO:0005515///GO:0001077","intracellular membrane-bounded organelle///nucleolus///nucleus","GO:0043231///GO:0005730///GO:0005634"
"219997_s_at","COPS7B","64708","COP9 signalosome subunit 7B","cullin deneddylation///nucleotide-excision repair, DNA damage recognition///transcription-coupled nucleotide-excision repair","GO:0010388///GO:0000715///GO:0006283","protein binding","GO:0005515","COP9 signalosome///cytoplasm///nucleoplasm///nucleoplasm","GO:0008180///GO:0005737///GO:0005654///GO:0005654"
"220000_at","SIGLEC5","8778","sialic acid binding Ig like lectin 5","cell adhesion","GO:0007155","carbohydrate binding///protein binding","GO:0030246///GO:0005515","integral component of membrane","GO:0016021"
"220002_at","KIF26B","55083","kinesin family member 26B","axon guidance///cytoskeleton-dependent intracellular transport///establishment of cell polarity///NOT microtubule-based movement///positive regulation of cell-cell adhesion///protein localization///ureteric bud invasion","GO:0007411///GO:0030705///GO:0030010///NOT GO:0007018///GO:0022409///GO:0008104///GO:0072092","ATP binding///ATP-dependent microtubule motor activity, plus-end-directed///microtubule binding","GO:0005524///GO:0008574///GO:0008017","cytoplasm///kinesin complex///microtubule","GO:0005737///GO:0005871///GO:0005874"
"220003_at","LRRC36","55282","leucine rich repeat containing 36","","","","","",""
"220004_at","DDX43","55510","DEAD-box helicase 43","RNA secondary structure unwinding","GO:0010501","ATP binding///ATP-dependent RNA helicase activity///RNA binding","GO:0005524///GO:0004004///GO:0003723","intracellular","GO:0005622"
"220005_at","P2RY13","53829","purinergic receptor P2Y13","G-protein coupled purinergic nucleotide receptor signaling pathway///biological_process///cellular response to organic cyclic compound///negative regulation of adenylate cyclase activity","GO:0035589///GO:0008150///GO:0071407///GO:0007194","G-protein coupled purinergic nucleotide receptor activity","GO:0045028","endoplasmic reticulum///integral component of plasma membrane///plasma membrane","GO:0005783///GO:0005887///GO:0005886"
"220010_at","KCNE5","23630","potassium voltage-gated channel subfamily E regulatory subunit 5","atrial cardiac muscle cell action potential///cardiac muscle contraction///membrane repolarization during cardiac muscle cell action potential///negative regulation of potassium ion transmembrane transport///positive regulation of potassium ion transmembrane transport///potassium ion export///potassium ion transmembrane transport///regulation of atrial cardiac muscle cell membrane repolarization///regulation of cation channel activity///regulation of heart contraction///regulation of heart rate by cardiac conduction///regulation of membrane repolarization///regulation of potassium ion transmembrane transport///regulation of ventricular cardiac muscle cell membrane repolarization///ventricular cardiac muscle cell action potential","GO:0086014///GO:0060048///GO:0086013///GO:1901380///GO:1901381///GO:0071435///GO:0071805///GO:0060372///GO:2001257///GO:0008016///GO:0086091///GO:0060306///GO:1901379///GO:0060307///GO:0086005","ion channel binding///potassium channel regulator activity///protein binding///contributes_to voltage-gated potassium channel activity///contributes_to voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization","GO:0044325///GO:0015459///GO:0005515///contributes_to GO:0005249///contributes_to GO:0086008","plasma membrane///voltage-gated potassium channel complex","GO:0005886///GO:0008076"
"220011_at","AUNIP","79000","aurora kinase A and ninein interacting protein","spindle organization","GO:0007051","protein binding","GO:0005515","centrosome///cytoplasm///spindle pole","GO:0005813///GO:0005737///GO:0000922"
"220013_at","EPHX3","79852","epoxide hydrolase 3","biological_process","GO:0008150","hydrolase activity///molecular_function","GO:0016787///GO:0003674","cellular_component///extracellular region","GO:0005575///GO:0005576"
"220014_at","PRR16","51334","proline rich 16","positive regulation of cell size///positive regulation of translation","GO:0045793///GO:0045727","protein binding","GO:0005515","",""
"220021_at","TMC7","79905","transmembrane channel like 7","ion transport","GO:0006811","","","integral component of membrane","GO:0016021"
"220022_at","ZNF334","55713","zinc finger protein 334","regulation of transcription, DNA-templated///transcription, DNA-templated","GO:0006355///GO:0006351","DNA binding///metal ion binding///transcription factor activity, sequence-specific DNA binding","GO:0003677///GO:0046872///GO:0003700","nucleus","GO:0005634"
"220023_at","APOBR","55911","apolipoprotein B receptor","cholesterol metabolic process///lipid transport///receptor-mediated endocytosis///triglyceride metabolic process","GO:0008203///GO:0006869///GO:0006898///GO:0006641","very-low-density lipoprotein particle receptor activity","GO:0030229","chylomicron///low-density lipoprotein particle///membrane///plasma membrane///very-low-density lipoprotein particle","GO:0042627///GO:0034362///GO:0016020///GO:0005886///GO:0034361"
"220024_s_at","PRX","57716","periaxin","axon ensheathment///nerve development","GO:0008366///GO:0021675","molecular_function///protein binding","GO:0003674///GO:0005515","cell junction///cytoplasm///myelin sheath///nucleus///plasma membrane","GO:0030054///GO:0005737///GO:0043209///GO:0005634///GO:0005886"
"220025_at","TBR1","10716","T-box, brain 1","amygdala development///brain development///commitment of neuronal cell to specific neuron type in forebrain///conditioned taste aversion///hindbrain development///positive regulation of transcription from RNA polymerase II promoter///regulation of axon guidance///specification of organ identity///transcription, DNA-templated","GO:0021764///GO:0007420///GO:0021902///GO:0001661///GO:0030902///GO:0045944///GO:1902667///GO:0010092///GO:0006351","RNA polymerase II core promoter sequence-specific DNA binding///transcription factor activity, sequence-specific DNA binding","GO:0000979///GO:0003700","nucleus","GO:0005634"
"220026_at","CLCA4","22802","chloride channel accessory 4","chloride transmembrane transport///ion transmembrane transport///proteolysis///transport","GO:1902476///GO:0034220///GO:0006508///GO:0006810","chloride channel activity///intracellular calcium activated chloride channel activity///metal ion binding///metalloendopeptidase activity","GO:0005254///GO:0005229///GO:0046872///GO:0004222","apical plasma membrane///extracellular exosome///integral component of plasma membrane///plasma membrane","GO:0016324///GO:0070062///GO:0005887///GO:0005886"
"220027_s_at","RASIP1","54922","Ras interacting protein 1","angiogenesis///branching morphogenesis of an epithelial tube///negative regulation of autophagy///regulation of GTPase activity///signal transduction///vasculogenesis","GO:0001525///GO:0048754///GO:0010507///GO:0043087///GO:0007165///GO:0001570","","","Golgi stack///perinuclear region of cytoplasm","GO:0005795///GO:0048471"
"220036_s_at","LMBR1L","55716","limb development membrane protein 1 like","endocytosis","GO:0006897","","","integral component of membrane///plasma membrane","GO:0016021///GO:0005886"
"220037_s_at","LYVE1","10894","lymphatic vessel endothelial hyaluronan receptor 1","anatomical structure morphogenesis///cell-matrix adhesion///hyaluronan catabolic process///movement of cell or subcellular component///response to wounding///signal transduction///transport","GO:0009653///GO:0007160///GO:0030214///GO:0006928///GO:0009611///GO:0007165///GO:0006810","hyaluronic acid binding///protein binding///receptor activity///transmembrane signaling receptor activity","GO:0005540///GO:0005515///GO:0004872///GO:0004888","extracellular exosome///integral component of plasma membrane///membrane///plasma membrane","GO:0070062///GO:0005887///GO:0016020///GO:0005886"
"220038_at","C8orf44-SGK3","100533105","C8orf44-SGK3 readthrough","cellular sodium ion homeostasis///intracellular signal transduction///ion transmembrane transport///peptidyl-serine phosphorylation///positive regulation of sodium ion transport///positive regulation of transporter activity///protein phosphorylation///regulation of apoptotic process///regulation of cell growth///regulation of cell migration///regulation of cell proliferation///regulation of sequence-specific DNA binding transcription factor activity///response to stress///cellular sodium ion homeostasis///intracellular signal transduction///ion transmembrane transport///peptidyl-serine phosphorylation///positive regulation of sodium ion transport///positive regulation of transporter activity///protein phosphorylation///regulation of apoptotic process///regulation of cell growth///regulation of cell migration///regulation of cell proliferation///regulation of sequence-specific DNA binding transcription factor activity///response to stress","GO:0006883///GO:0035556///GO:0034220///GO:0018105///GO:0010765///GO:0032411///GO:0006468///GO:0042981///GO:0001558///GO:0030334///GO:0042127///GO:0051090///GO:0006950///GO:0006883///GO:0035556///GO:0034220///GO:0018105///GO:0010765///GO:0032411///GO:0006468///GO:0042981///GO:0001558///GO:0030334///GO:0042127///GO:0051090///GO:0006950","ATP binding///calcium channel regulator activity///chloride channel regulator activity///phosphatidylinositol binding///potassium channel regulator activity///protein binding///protein kinase activity///protein serine/threonine kinase activity///sodium channel regulator activity///ATP binding///calcium channel regulator activity///chloride channel regulator activity///phosphatidylinositol binding///potassium channel regulator activity///protein binding///protein kinase activity///protein serine/threonine kinase activity///sodium channel regulator activity","GO:0005524///GO:0005246///GO:0017081///GO:0035091///GO:0015459///GO:0005515///GO:0004672///GO:0004674///GO:0017080///GO:0005524///GO:0005246///GO:0017081///GO:0035091///GO:0015459///GO:0005515///GO:0004672///GO:0004674///GO:0017080","cytoplasmic, membrane-bounded vesicle///cytosol///early endosome///recycling endosome///cytoplasmic, membrane-bounded vesicle///cytosol///early endosome///recycling endosome","GO:0016023///GO:0005829///GO:0005769///GO:0055037///GO:0016023///GO:0005829///GO:0005769///GO:0055037"
"220040_x_at","ZC4H2","55906","zinc finger C4H2-type containing","nervous system development///neuromuscular junction development///spinal cord motor neuron differentiation","GO:0007399///GO:0007528///GO:0021522","metal ion binding///protein binding","GO:0046872///GO:0005515","cell junction///cytoplasm///nucleus///postsynaptic membrane","GO:0030054///GO:0005737///GO:0005634///GO:0045211"
"220041_at","PIGZ","80235","phosphatidylinositol glycan anchor biosynthesis class Z","GPI anchor biosynthetic process///GPI anchor biosynthetic process///GPI anchor biosynthetic process///mannosylation","GO:0006506///GO:0006506///GO:0006506///GO:0097502","alpha-1,2-mannosyltransferase activity///mannosyltransferase activity","GO:0000026///GO:0000030","endoplasmic reticulum///endoplasmic reticulum membrane///integral component of membrane","GO:0005783///GO:0005789///GO:0016021"
"220044_x_at","LUC7L3","51747","LUC7 like 3 pre-mRNA splicing factor","RNA splicing///mRNA splice site selection","GO:0008380///GO:0006376","DNA binding///mRNA binding///poly(A) RNA binding///protein binding","GO:0003677///GO:0003729///GO:0044822///GO:0005515","U1 snRNP///U2-type prespliceosome///nuclear speck///nucleoplasm///nucleus","GO:0005685///GO:0071004///GO:0016607///GO:0005654///GO:0005634"
"220045_at","NEUROD6","63974","neuronal differentiation 6","cell differentiation///dentate gyrus development///positive regulation of transcription from RNA polymerase II promoter///transcription from RNA polymerase II promoter","GO:0030154///GO:0021542///GO:0045944///GO:0006366","RNA polymerase II core promoter proximal region sequence-specific DNA binding///protein dimerization activity///transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding","GO:0000978///GO:0046983///GO:0001077","nucleus","GO:0005634"
"220046_s_at","CCNL1","57018","cyclin L1","RNA processing///positive regulation of cyclin-dependent protein serine/threonine kinase activity///positive regulation of phosphorylation of RNA polymerase II C-terminal domain///positive regulation of transcription from RNA polymerase II promoter///transcription, DNA-templated","GO:0006396///GO:0045737///GO:1901409///GO:0045944///GO:0006351","cyclin-dependent protein serine/threonine kinase regulator activity///protein binding///protein kinase binding","GO:0016538///GO:0005515///GO:0019901","cyclin-dependent protein kinase holoenzyme complex///nuclear speck///nucleus","GO:0000307///GO:0016607///GO:0005634"
"220047_at","SIRT4","23409","sirtuin 4","cellular response to DNA damage stimulus///cellular response to hypoxia///chromatin silencing///glutamine metabolic process///negative regulation of cardiac muscle cell apoptotic process///negative regulation of fatty acid oxidation///negative regulation of fatty acid oxidation///negative regulation of insulin secretion///negative regulation of protein processing involved in protein targeting to mitochondrion///peptidyl-lysine deacetylation///positive regulation of lipid biosynthetic process///protein ADP-ribosylation///protein ADP-ribosylation///regulation of glutamine family amino acid metabolic process///regulation of pyruvate dehydrogenase activity///tricarboxylic acid metabolic process","GO:0006974///GO:0071456///GO:0006342///GO:0006541///GO:0010667///GO:0046322///GO:0046322///GO:0046676///GO:1903217///GO:0034983///GO:0046889///GO:0006471///GO:0006471///GO:0000820///GO:1904182///GO:0072350","NAD+ ADP-ribosyltransferase activity///NAD+ ADP-ribosyltransferase activity///NAD+ binding///NOT NAD-dependent protein deacetylase activity///biotinidase activity///lipoamidase activity///protein binding///zinc ion binding","GO:0003950///GO:0003950///GO:0070403///NOT GO:0034979///GO:0047708///GO:0061690///GO:0005515///GO:0008270","mitochondrial inner membrane///mitochondrial matrix///mitochondrion","GO:0005743///GO:0005759///GO:0005739"
"220048_at","EDAR","10913","ectodysplasin A receptor","apoptotic process///cell differentiation///epidermis development///hair follicle development///odontogenesis of dentin-containing tooth///pigmentation///positive regulation of I-kappaB kinase/NF-kappaB signaling///positive regulation of JNK cascade///positive regulation of NF-kappaB import into nucleus///positive regulation of gene expression///salivary gland cavitation///tumor necrosis factor-mediated signaling pathway","GO:0006915///GO:0030154///GO:0008544///GO:0001942///GO:0042475///GO:0043473///GO:0043123///GO:0046330///GO:0042346///GO:0010628///GO:0060662///GO:0033209","protein binding///receptor activity///transmembrane signaling receptor activity","GO:0005515///GO:0004872///GO:0004888","apical part of cell///integral component of membrane///plasma membrane///plasma membrane","GO:0045177///GO:0016021///GO:0005886///GO:0005886"
"220049_s_at","PDCD1LG2","80380","programmed cell death 1 ligand 2","T cell costimulation///immune response///negative regulation of activated T cell proliferation///negative regulation of interferon-gamma production///negative regulation of interleukin-10 production///positive regulation of T cell proliferation","GO:0031295///GO:0006955///GO:0046007///GO:0032689///GO:0032693///GO:0042102","molecular_function","GO:0003674","endomembrane system///extracellular exosome///integral component of membrane///plasma membrane","GO:0012505///GO:0070062///GO:0016021///GO:0005886"
"220050_at","SPACA9","11092","sperm acrosome associated 9","","","calcium-dependent protein binding///protein binding","GO:0048306///GO:0005515","acrosomal vesicle///cytoplasmic microtubule","GO:0001669///GO:0005881"
"220051_at","PRSS21","10942","protease, serine 21","proteolysis///spermatogenesis","GO:0006508///GO:0007283","protein binding///serine-type endopeptidase activity///serine-type peptidase activity","GO:0005515///GO:0004252///GO:0008236","anchored component of membrane///cytoplasm///membrane///plasma membrane","GO:0031225///GO:0005737///GO:0016020///GO:0005886"
"220053_at","GDF3","9573","growth differentiation factor 3","SMAD protein signal transduction///cell development///endoderm development///eye development///formation of anatomical boundary///growth///in utero embryonic development///mesoderm development///negative regulation of BMP signaling pathway///negative regulation of epidermal cell differentiation///negative regulation of myoblast differentiation///notochord development///positive regulation of pathway-restricted SMAD protein phosphorylation///primitive streak formation///regulation of MAPK cascade///regulation of apoptotic process///regulation of cell fate commitment///response to dietary excess///skeletal system development///somite rostral/caudal axis specification","GO:0060395///GO:0048468///GO:0007492///GO:0001654///GO:0048859///GO:0040007///GO:0001701///GO:0007498///GO:0030514///GO:0045605///GO:0045662///GO:0030903///GO:0010862///GO:0090009///GO:0043408///GO:0042981///GO:0010453///GO:0002021///GO:0001501///GO:0032525","cytokine activity///growth factor activity///protein kinase binding///transforming growth factor beta receptor binding","GO:0005125///GO:0008083///GO:0019901///GO:0005160","cytoplasm///extracellular space","GO:0005737///GO:0005615"
"220054_at","IL23A","51561","interleukin 23 subunit alpha","T cell proliferation///defense response to Gram-negative bacterium///defense response to virus///inflammatory response///innate immune response///negative regulation of interleukin-10 production///positive regulation of NF-kappaB import into nucleus///positive regulation of NK T cell activation///positive regulation of NK T cell activation///positive regulation of NK T cell proliferation///positive regulation of T cell mediated cytotoxicity///positive regulation of T cell proliferation///positive regulation of T-helper 1 type immune response///positive regulation of T-helper 1 type immune response///positive regulation of T-helper 1 type immune response///positive regulation of T-helper 1 type immune response///positive regulation of T-helper 17 cell lineage commitment///positive regulation of T-helper 17 cell lineage commitment///positive regulation of T-helper 17 type immune response///positive regulation of activated T cell proliferation///positive regulation of activation of JAK2 kinase activity///positive regulation of defense response to virus by host///positive regulation of defense response to virus by host///positive regulation of granulocyte macrophage colony-stimulating factor production///positive regulation of inflammatory response///positive regulation of interferon-gamma production///positive regulation of interferon-gamma production///positive regulation of interleukin-10 production///positive regulation of interleukin-10 production///positive regulation of interleukin-12 production///positive regulation of interleukin-17 production///positive regulation of memory T cell differentiation///positive regulation of natural killer cell activation///positive regulation of natural killer cell proliferation///positive regulation of neutrophil chemotaxis///positive regulation of osteoclast differentiation///positive regulation of tissue remodeling///positive regulation of transcription from RNA polymerase II promoter///positive regulation of tumor necrosis factor production///positive regulation of tyrosine phosphorylation of Stat3 protein///positive regulation of tyrosine phosphorylation of Stat4 protein///positive regulation of tyrosine phosphorylation of Stat5 protein///regulation of tyrosine phosphorylation of Stat1 protein///tissue remodeling","GO:0042098///GO:0050829///GO:0051607///GO:0006954///GO:0045087///GO:0032693///GO:0042346///GO:0051135///GO:0051135///GO:0051142///GO:0001916///GO:0042102///GO:0002827///GO:0002827///GO:0002827///GO:0002827///GO:2000330///GO:2000330///GO:2000318///GO:0042104///GO:0010535///GO:0002230///GO:0002230///GO:0032725///GO:0050729///GO:0032729///GO:0032729///GO:0032733///GO:0032733///GO:0032735///GO:0032740///GO:0043382///GO:0032816///GO:0032819///GO:0090023///GO:0045672///GO:0034105///GO:0045944///GO:0032760///GO:0042517///GO:0042520///GO:0042523///GO:0042510///GO:0048771","cytokine activity///contributes_to interleukin-23 receptor binding///protein binding","GO:0005125///contributes_to GO:0045519///GO:0005515","extracellular region///interleukin-23 complex","GO:0005576///GO:0070743"
"220055_at","ZNF287","57336","zinc finger protein 287","positive regulation of transcription, DNA-templated///regulation of cytokine biosynthetic process///transcription, DNA-templated","GO:0045893///GO:0042035///GO:0006351","DNA binding///metal ion binding///transcription factor activity, sequence-specific DNA binding","GO:0003677///GO:0046872///GO:0003700","nucleus","GO:0005634"
"220056_at","IL22RA1","58985","interleukin 22 receptor subunit alpha 1","biological_process///cytokine-mediated signaling pathway///defense response to Gram-negative bacterium","GO:0008150///GO:0019221///GO:0050829","interferon receptor activity///interleukin-20 binding///protein binding","GO:0004904///GO:0042015///GO:0005515","integral component of membrane///plasma membrane///plasma membrane","GO:0016021///GO:0005886///GO:0005886"
"220057_at","XAGE1B","653220","X antigen family member 1B","","","protein binding///protein binding","GO:0005515///GO:0005515","",""
"220060_s_at","PARPBP","55010","PARP1 binding protein","DNA repair///negative regulation of double-strand break repair via homologous recombination","GO:0006281///GO:2000042","DNA binding///protein binding","GO:0003677///GO:0005515","chromatin///cytoplasm///nucleoplasm","GO:0000785///GO:0005737///GO:0005654"
"220061_at","ACSM5","54988","acyl-CoA synthetase medium-chain family member 5","fatty acid metabolic process","GO:0006631","ATP binding///GTP binding///butyrate-CoA ligase activity///metal ion binding","GO:0005524///GO:0005525///GO:0047760///GO:0046872","mitochondrial matrix","GO:0005759"
"220062_s_at","MAGEC2","51438","MAGE family member C2","cellular protein catabolic process///positive regulation of ubiquitin-protein transferase activity","GO:0044257///GO:0051443","protein binding///ubiquitin protein ligase binding","GO:0005515///GO:0031625","cytoplasm///nucleus","GO:0005737///GO:0005634"
"220064_at","LOC100506124","100506124","uncharacterized LOC100506124","cilium morphogenesis///forebrain dorsal/ventral pattern formation///intraciliary retrograde transport///intraciliary transport involved in cilium morphogenesis///protein localization to cilium///regulation of smoothened signaling pathway///regulation of transcription from RNA polymerase II promoter///smoothened signaling pathway///ventricular system development","GO:0060271///GO:0021798///GO:0035721///GO:0035735///GO:0061512///GO:0008589///GO:0006357///GO:0007224///GO:0021591","","","ciliary tip///cilium///cytoplasm///cytoskeleton///intraciliary transport particle A///nuclear chromatin///primary cilium","GO:0097542///GO:0005929///GO:0005737///GO:0005856///GO:0030991///GO:0000790///GO:0072372"
"220065_at","TNMD","64102","tenomodulin","cellular response to BMP stimulus///endothelial cell morphogenesis///negative regulation of angiogenesis///negative regulation of endothelial cell proliferation///tendon cell differentiation","GO:0071773///GO:0001886///GO:0016525///GO:0001937///GO:0035990","protein binding","GO:0005515","cytoplasm///integral component of membrane///nuclear envelope","GO:0005737///GO:0016021///GO:0005635"
"220066_at","NOD2","64127","nucleotide binding oligomerization domain containing 2","JNK cascade///activation of MAPK activity///activation of MAPK activity involved in innate immune response///cellular response to muramyl dipeptide///cellular response to muramyl dipeptide///cytokine production involved in immune response///cytokine secretion involved in immune response///defense response///defense response to bacterium///detection of bacterium///detection of biotic stimulus///detection of muramyl dipeptide///innate immune response///innate immune response///intracellular signal transduction///maintenance of gastrointestinal epithelium///negative regulation of macrophage apoptotic process///nucleotide-binding oligomerization domain containing 2 signaling pathway///nucleotide-binding oligomerization domain containing signaling pathway///positive regulation of B cell activation///positive regulation of ERK1 and ERK2 cascade///positive regulation of I-kappaB kinase/NF-kappaB signaling///positive regulation of JNK cascade///positive regulation of NF-kappaB transcription factor activity///positive regulation of NF-kappaB transcription factor activity///positive regulation of NF-kappaB transcription factor activity///positive regulation of NIK/NF-kappaB signaling///positive regulation of Notch signaling pathway///positive regulation of cytokine production involved in inflammatory response///positive regulation of dendritic cell antigen processing and presentation///positive regulation of epithelial cell proliferation///positive regulation of gamma-delta T cell activation///positive regulation of interleukin-1 beta production///positive regulation of interleukin-1 beta secretion///positive regulation of interleukin-10 production///positive regulation of interleukin-17 production///positive regulation of interleukin-6 production///positive regulation of interleukin-8 production///positive regulation of nitric-oxide synthase biosynthetic process///positive regulation of oxidoreductase activity///positive regulation of phosphatidylinositol 3-kinase activity///positive regulation of prostaglandin-E synthase activity///positive regulation of prostaglandin-endoperoxide synthase activity///positive regulation of stress-activated MAPK cascade///positive regulation of transcription from RNA polymerase II promoter///positive regulation of tumor necrosis factor production///positive regulation of tumor necrosis factor production///positive regulation of type 2 immune response///protein oligomerization///regulation of inflammatory response///response to muramyl dipeptide///response to muramyl dipeptide","GO:0007254///GO:0000187///GO:0035419///GO:0071225///GO:0071225///GO:0002367///GO:0002374///GO:0006952///GO:0042742///GO:0016045///GO:0009595///GO:0032498///GO:0045087///GO:0045087///GO:0035556///GO:0030277///GO:2000110///GO:0070431///GO:0070423///GO:0050871///GO:0070374///GO:0043123///GO:0046330///GO:0051092///GO:0051092///GO:0051092///GO:1901224///GO:0045747///GO:1900017///GO:0002606///GO:0050679///GO:0046645///GO:0032731///GO:0050718///GO:0032733///GO:0032740///GO:0032755///GO:0032757///GO:0051770///GO:0051353///GO:0043552///GO:2000363///GO:0060585///GO:0032874///GO:0045944///GO:0032760///GO:0032760///GO:0002830///GO:0051259///GO:0050727///GO:0032495///GO:0032495","ATP binding///CARD domain binding///Hsp70 protein binding///Hsp90 protein binding///actin binding///enzyme binding///muramyl dipeptide binding///peptidoglycan binding///protein binding///protein kinase binding","GO:0005524///GO:0050700///GO:0030544///GO:0051879///GO:0003779///GO:0019899///GO:0032500///GO:0042834///GO:0005515///GO:0019901","colocalizes_with COP9 signalosome///basolateral plasma membrane///cell surface///cytoplasm///cytoplasm///cytoskeleton///cytosol///cytosol///plasma membrane///protein complex///vesicle","colocalizes_with GO:0008180///GO:0016323///GO:0009986///GO:0005737///GO:0005737///GO:0005856///GO:0005829///GO:0005829///GO:0005886///GO:0043234///GO:0031982"
"220067_at","SPTBN5","51332","spectrin beta, non-erythrocytic 5","ER to Golgi vesicle-mediated transport///Golgi organization///MAPK cascade///actin cytoskeleton organization///actin filament capping///axon guidance///lysosomal transport///positive regulation of GTPase activity///protein homooligomerization","GO:0006888///GO:0007030///GO:0000165///GO:0030036///GO:0051693///GO:0007411///GO:0007041///GO:0043547///GO:0051260","Ras guanyl-nucleotide exchange factor activity///actin binding///actin filament binding///dynactin binding///dynein intermediate chain binding///kinesin binding///myosin tail binding///opsin binding///protein C-terminus binding///protein heterodimerization activity///protein self-association///spectrin binding","GO:0005088///GO:0003779///GO:0051015///GO:0034452///GO:0045505///GO:0019894///GO:0032029///GO:0002046///GO:0008022///GO:0046982///GO:0043621///GO:0030507","apical cortex///cytoplasm///cytosol///extracellular exosome///membrane///microtubule associated complex///photoreceptor connecting cilium///photoreceptor disc membrane///spectrin","GO:0045179///GO:0005737///GO:0005829///GO:0070062///GO:0016020///GO:0005875///GO:0032391///GO:0097381///GO:0008091"
"220068_at","VPREB3","29802","pre-B lymphocyte 3","immune response///immunoglobulin production","GO:0006955///GO:0002377","","","endoplasmic reticulum///extracellular space","GO:0005783///GO:0005615"
"220069_at","TUBA8","51807","tubulin alpha 8","cytoskeleton organization///microtubule-based process","GO:0007010///GO:0007017","GTP binding///GTPase activity///structural constituent of cytoskeleton","GO:0005525///GO:0003924///GO:0005200","cytoplasm///microtubule","GO:0005737///GO:0005874"
"220070_at","KDM8","79831","lysine demethylase 8","G2/M transition of mitotic cell cycle///histone H3-K36 demethylation///oxidation-reduction process///positive regulation of transcription, DNA-templated///transcription, DNA-templated","GO:0000086///GO:0070544///GO:0055114///GO:0045893///GO:0006351","chromatin binding///histone demethylase activity (H3-K36 specific)///metal ion binding","GO:0003682///GO:0051864///GO:0046872","nucleus","GO:0005634"
"220071_x_at","HAUS2","55142","HAUS augmin like complex subunit 2","G2/M transition of mitotic cell cycle///cell division///centrosome organization///mitotic nuclear division///spindle assembly","GO:0000086///GO:0051301///GO:0051297///GO:0007067///GO:0051225","molecular_function","GO:0003674","Golgi apparatus///HAUS complex///centrosome///cytoplasm///cytosol///nucleoplasm///spindle microtubule","GO:0005794///GO:0070652///GO:0005813///GO:0005737///GO:0005829///GO:0005654///GO:0005876"
"220073_s_at","PLEKHG6","55200","pleckstrin homology and RhoGEF domain containing G6","positive regulation of GTPase activity///regulation of Rho protein signal transduction","GO:0043547///GO:0035023","GTPase activator activity///Rho guanyl-nucleotide exchange factor activity///protein binding","GO:0005096///GO:0005089///GO:0005515","cleavage furrow///cytoplasm///microvillus///spindle pole","GO:0032154///GO:0005737///GO:0005902///GO:0000922"
"220074_at","CDHR5","53841","cadherin related family member 5","cell adhesion///cell differentiation///homophilic cell adhesion via plasma membrane adhesion molecules///intermicrovillar adhesion///regulation of microvillus length","GO:0007155///GO:0030154///GO:0007156///GO:0090675///GO:0032532","beta-catenin binding///calcium ion binding///cell adhesion molecule binding///protein binding","GO:0008013///GO:0005509///GO:0050839///GO:0005515","apical plasma membrane///brush border membrane///clathrin-coated pit///extracellular exosome///microvillus membrane///spanning component of plasma membrane","GO:0016324///GO:0031526///GO:0005905///GO:0070062///GO:0031528///GO:0044214"
"220077_at","CCDC134","79879","coiled-coil domain containing 134","","","","","extracellular region///membrane","GO:0005576///GO:0016020"
"220079_s_at","USP48","84196","ubiquitin specific peptidase 48","protein deubiquitination///ubiquitin-dependent protein catabolic process","GO:0016579///GO:0006511","thiol-dependent ubiquitin-specific protease activity","GO:0004843","cytoplasm///membrane raft///mitochondrion///nucleoplasm///postsynaptic membrane","GO:0005737///GO:0045121///GO:0005739///GO:0005654///GO:0045211"
"220080_at","FBXL8","55336","F-box and leucine rich repeat protein 8","protein polyubiquitination","GO:0000209","protein binding///ubiquitin-protein transferase activity///ubiquitin-protein transferase activity","GO:0005515///GO:0004842///GO:0004842","cytosol","GO:0005829"
"220081_x_at","HSD17B7","51478","hydroxysteroid 17-beta dehydrogenase 7","cholesterol biosynthetic process///estrogen biosynthetic process///oxidation-reduction process","GO:0006695///GO:0006703///GO:0055114","3-keto sterol reductase activity///estradiol 17-beta-dehydrogenase activity","GO:0000253///GO:0004303","endoplasmic reticulum membrane///integral component of membrane///plasma membrane","GO:0005789///GO:0016021///GO:0005886"
"220082_at","PPP1R14D","54866","protein phosphatase 1 regulatory inhibitor subunit 14D","negative regulation of catalytic activity///regulation of phosphorylation///regulation of protein dephosphorylation","GO:0043086///GO:0042325///GO:0035304","protein serine/threonine phosphatase inhibitor activity","GO:0004865","cytoplasm","GO:0005737"
"220084_at","C14orf105","55195","chromosome 14 open reading frame 105","","","","","",""
"220087_at","BCO1","53630","beta-carotene oxygenase 1","beta-carotene metabolic process///oxidation-reduction process///retinal metabolic process///retinoid metabolic process///retinoid metabolic process///retinol metabolic process///vitamin A biosynthetic process","GO:1901810///GO:0055114///GO:0042574///GO:0001523///GO:0001523///GO:0042572///GO:0035238","beta-carotene 15,15'-monooxygenase activity///beta-carotene 15,15'-monooxygenase activity///metal ion binding","GO:0003834///GO:0003834///GO:0046872","cytosol","GO:0005829"
